t,wx,wy,wz
19.51,-0.0431019,0.023406,0.0
19.52,-0.0432181,0.0234641,0.0
19.53,-0.0433343,0.0235305,0.0
19.54,-0.0434505,0.0235969,0.0
19.55,-0.043558400000000004,0.023655,0.0
19.56,-0.0436746,0.0237214,0.0
19.57,-0.0437908,0.0237878,0.0
19.580000000000002,-0.043907,0.0238542,0.0
19.59,-0.0440232,0.0239206,0.0
19.6,-0.0441477,0.023987,0.0
19.61,-0.0442639,0.0240534,0.0
19.62,-0.0443801,0.0241198,0.0
19.63,-0.0444963,0.0241862,0.0
19.64,-0.0446208,0.0242526,0.0
19.650000000000002,-0.044737,0.024319,0.0
19.66,-0.0448532,0.0243937,0.0
19.67,-0.0449777,0.024460100000000002,0.0
19.68,-0.0450939,0.0245265,0.0
19.69,-0.0452101,0.0245929,0.0
19.7,-0.0453346,0.0246676,0.0
19.71,-0.0454508,0.024734,0.0
19.72,-0.0455753,0.0248004,0.0
19.73,-0.0456915,0.0248751,0.0
19.740000000000002,-0.045816,0.024941500000000002,0.0
19.75,-0.0459405,0.0250079,0.0
19.76,-0.046065,0.0250743,0.0
19.77,-0.0461812,0.025149,0.0
19.78,-0.0462974,0.0252237,0.0
19.79,-0.0464136,0.025298400000000002,0.0
19.8,-0.0465298,0.025381400000000002,0.0
19.81,-0.046646,0.0254644,0.0
19.82,-0.046762200000000004,0.0255474,0.0
19.830000000000002,-0.0468701,0.0256304,0.0
19.84,-0.046978,0.0257217,0.0
19.85,-0.0470942,0.025813,0.0
19.86,-0.0471938,0.0259043,0.0
19.87,-0.0473017,0.0260039,0.0
19.88,-0.0474096,0.0261035,0.0
19.89,-0.0475092,0.0262031,0.0
19.900000000000002,-0.0476088,0.026302700000000002,0.0
19.91,-0.0477084,0.0264106,0.0
19.92,-0.047808,0.0265185,0.0
19.93,-0.0479076,0.0266264,0.0
19.94,-0.0480072,0.0267343,0.0
19.95,-0.0480985,0.0268505,0.0
19.96,-0.0481898,0.0269584,0.0
19.97,-0.0482811,0.0270746,0.0
19.98,-0.0483724,0.0271991,0.0
19.990000000000002,-0.0484637,0.0273153,0.0
20.0,-0.048555,0.0274398,0.0
20.01,-0.048638,0.027556,0.0
20.02,-0.0487293,0.0276805,0.0
20.03,-0.0488123,0.0278133,0.0
20.04,-0.0488953,0.027937800000000002,0.0
20.05,-0.0489783,0.028062300000000002,0.0
20.06,-0.0490613,0.0281951,0.0
20.07,-0.0491443,0.0283279,0.0
20.080000000000002,-0.0492273,0.028460700000000002,0.0
20.09,-0.049302,0.0285935,0.0
20.1,-0.0493767,0.0287263,0.0
20.11,-0.0494597,0.028859100000000002,0.0
20.12,-0.0495344,0.0290002,0.0
20.13,-0.0496091,0.029133,0.0
20.14,-0.0496838,0.0292741,0.0
20.150000000000002,-0.049758500000000004,0.0294152,0.0
20.16,-0.0498332,0.0295563,0.0
20.17,-0.0499079,0.029697400000000002,0.0
20.18,-0.0499743,0.0298385,0.0
20.19,-0.050049,0.029979600000000002,0.0
20.2,-0.050115400000000004,0.0301207,0.0
20.21,-0.0501901,0.030261800000000002,0.0
20.22,-0.0502565,0.0304029,0.0
20.23,-0.0503312,0.0305523,0.0
20.240000000000002,-0.0503976,0.0306934,0.0
20.25,-0.050464,0.0308428,0.0
20.26,-0.0505304,0.0309839,0.0
20.27,-0.0506051,0.031125,0.0
20.28,-0.0506715,0.0312744,0.0
20.29,-0.0507379,0.0314155,0.0
20.3,-0.050804300000000004,0.0315649,0.0
20.31,-0.0508707,0.031706,0.0
20.32,-0.0509371,0.0318554,0.0
20.330000000000002,-0.0510035,0.0319965,0.0
20.34,-0.0510699,0.0321376,0.0
20.35,-0.0511363,0.032287,0.0
20.36,-0.051202700000000004,0.0324281,0.0
20.37,-0.0512691,0.0325692,0.0
20.38,-0.0513355,0.0327186,0.0
20.39,-0.0514102,0.0328597,0.0
20.400000000000002,-0.051476600000000004,0.033000800000000004,0.0
20.41,-0.051543,0.0331419,0.0
20.42,-0.0516094,0.033283,0.0
20.43,-0.0516758,0.0334241,0.0
20.44,-0.0517422,0.0335652,0.0
20.45,-0.0518169,0.0337063,0.0
20.46,-0.0518833,0.0338474,0.0
20.47,-0.0519497,0.0339802,0.0
20.48,-0.0520244,0.0341213,0.0
20.490000000000002,-0.0520908,0.0342541,0.0
20.5,-0.052165500000000004,0.0343952,0.0
20.51,-0.0522319,0.034528,0.0
20.52,-0.0523066,0.0346608,0.0
20.53,-0.0523813,0.0347936,0.0
20.54,-0.052456,0.0349264,0.0
20.55,-0.0525307,0.0350592,0.0
20.56,-0.052605400000000004,0.035192,0.0
20.57,-0.0526801,0.0353165,0.0
20.580000000000002,-0.0527548,0.0354493,0.0
20.59,-0.0528295,0.0355738,0.0
20.6,-0.0529125,0.0357066,0.0
20.61,-0.0529872,0.0358311,0.0
20.62,-0.0530702,0.0359556,0.0
20.63,-0.0531449,0.0360718,0.0
20.64,-0.0532279,0.0361963,0.0
20.650000000000002,-0.0533109,0.0363208,0.0
20.66,-0.0533939,0.036437000000000004,0.0
20.67,-0.053485200000000004,0.0365532,0.0
20.68,-0.0535682,0.0366777,0.0
20.69,-0.0536512,0.0367939,0.0
20.7,-0.0537425,0.0369018,0.0
20.71,-0.0538338,0.037018,0.0
20.72,-0.0539168,0.0371342,0.0
20.73,-0.0540081,0.0372421,0.0
20.740000000000002,-0.0540994,0.03735,0.0
20.75,-0.054199000000000004,0.0374579,0.0
20.76,-0.0542903,0.0375658,0.0
20.77,-0.0543899,0.0376737,0.0
20.78,-0.0544812,0.0377816,0.0
20.79,-0.0545808,0.037881200000000004,0.0
20.8,-0.054680400000000004,0.0379891,0.0
20.81,-0.05478,0.0380887,0.0
20.82,-0.0548879,0.0381883,0.0
20.830000000000002,-0.0549875,0.0382879,0.0
20.84,-0.0550954,0.0383875,0.0
20.85,-0.055203300000000004,0.0384788,0.0
20.86,-0.0553112,0.0385784,0.0
20.87,-0.0554191,0.0386697,0.0
20.88,-0.055527,0.038761000000000004,0.0
20.89,-0.0556349,0.0388523,0.0
20.900000000000002,-0.0557511,0.0389436,0.0
20.91,-0.0558673,0.0390349,0.0
20.92,-0.0559835,0.039117900000000004,0.0
20.93,-0.0560997,0.0392092,0.0
20.94,-0.0562159,0.0392922,0.0
20.95,-0.0563404,0.0393752,0.0
20.96,-0.0564566,0.0394582,0.0
20.97,-0.0565811,0.0395412,0.0
20.98,-0.0567056,0.0396242,0.0
20.990000000000002,-0.0568301,0.0396989,0.0
21.0,-0.056962900000000004,0.0397819,0.0
21.01,-0.0570874,0.0398566,0.0
21.02,-0.0572202,0.0399313,0.0
21.03,-0.057353,0.040006,0.0
21.04,-0.057485800000000004,0.040080700000000004,0.0
21.05,-0.0576186,0.0401554,0.0
21.06,-0.0577514,0.0402301,0.0
21.07,-0.0578925,0.0403048,0.0
21.080000000000002,-0.0580253,0.0403712,0.0
21.09,-0.0581664,0.040437600000000004,0.0
21.1,-0.0583075,0.0405123,0.0
21.11,-0.0584569,0.0405787,0.0
21.12,-0.058598000000000004,0.0406451,0.0
21.13,-0.0587474,0.0407115,0.0
21.14,-0.0588885,0.0407779,0.0
21.150000000000002,-0.059037900000000004,0.0408443,0.0
21.16,-0.0591873,0.0409024,0.0
21.17,-0.059345,0.0409688,0.0
21.18,-0.0594944,0.0410352,0.0
21.19,-0.0596521,0.0410933,0.0
21.2,-0.0598015,0.0411597,0.0
21.21,-0.059959200000000004,0.0412178,0.0
21.22,-0.0601169,0.0412759,0.0
21.23,-0.0602829,0.041334,0.0
21.240000000000002,-0.060440600000000004,0.0413921,0.0
21.25,-0.060606600000000004,0.0414585,0.0
21.26,-0.0607643,0.0415166,0.0
21.27,-0.0609303,0.0415664,0.0
21.28,-0.0610963,0.0416245,0.0
21.29,-0.0612623,0.0416826,0.0
21.3,-0.0614366,0.0417407,0.0
21.31,-0.0616026,0.041798800000000004,0.0
21.32,-0.0617769,0.0418569,0.0
21.330000000000002,-0.0619512,0.0419067,0.0
21.34,-0.0621255,0.041964800000000003,0.0
21.35,-0.0622998,0.0420229,0.0
21.36,-0.0624741,0.0420727,0.0
21.37,-0.0626484,0.0421308,0.0
21.38,-0.062831,0.0421806,0.0
21.39,-0.0630053,0.042238700000000004,0.0
21.400000000000002,-0.0631879,0.0422885,0.0
21.41,-0.0633705,0.0423466,0.0
21.42,-0.0635531,0.0423964,0.0
21.43,-0.0637357,0.0424545,0.0
21.44,-0.0639266,0.0425126,0.0
21.45,-0.0641092,0.0425624,0.0
21.46,-0.0643001,0.0426205,0.0
21.47,-0.064491,0.0426703,0.0
21.48,-0.0646736,0.0427284,0.0
21.490000000000002,-0.0648645,0.0427782,0.0
21.5,-0.0650554,0.0428363,0.0
21.51,-0.0652546,0.0428944,0.0
21.52,-0.0654455,0.0429442,0.0
21.53,-0.0656364,0.0430023,0.0
21.54,-0.06583560000000001,0.0430604,0.0
21.55,-0.0660348,0.043118500000000004,0.0
21.56,-0.0662257,0.0431683,0.0
21.57,-0.0664249,0.0432264,0.0
21.580000000000002,-0.0666241,0.043284500000000004,0.0
21.59,-0.0668233,0.0433426,0.0
21.6,-0.0670308,0.0434007,0.0
21.61,-0.06723,0.0434588,0.0
21.62,-0.0674292,0.043516900000000004,0.0
21.63,-0.06763670000000001,0.043575,0.0
21.64,-0.0678359,0.043641400000000004,0.0
21.650000000000002,-0.0680434,0.0436995,0.0
21.66,-0.0682509,0.0437576,0.0
21.67,-0.0684584,0.043824,0.0
21.68,-0.0686659,0.0438821,0.0
21.69,-0.0688734,0.0439485,0.0
21.7,-0.0690809,0.0440149,0.0
21.71,-0.0692884,0.044073,0.0
21.72,-0.0694959,0.0441394,0.0
21.73,-0.0697117,0.0442058,0.0
21.740000000000002,-0.0699192,0.0442722,0.0
21.75,-0.070135,0.0443386,0.0
21.76,-0.0703425,0.0444133,0.0
21.77,-0.0705583,0.044479700000000004,0.0
21.78,-0.0707741,0.0445461,0.0
21.79,-0.0709899,0.0446208,0.0
21.8,-0.07119740000000001,0.0446872,0.0
21.81,-0.0714132,0.0447619,0.0
21.82,-0.071629,0.044836600000000004,0.0
21.830000000000002,-0.0718531,0.0449113,0.0
21.84,-0.0720689,0.044986,0.0
21.85,-0.07228470000000001,0.0450607,0.0
21.86,-0.0725005,0.0451354,0.0
21.87,-0.0727163,0.0452184,0.0
21.88,-0.0729404,0.0452931,0.0
21.89,-0.0731562,0.0453761,0.0
21.900000000000002,-0.0733803,0.0454508,0.0
21.91,-0.0735961,0.0455338,0.0
21.92,-0.0738202,0.0456168,0.0
21.93,-0.07404430000000001,0.0456998,0.0
21.94,-0.0742601,0.0457828,0.0
21.95,-0.0744842,0.0458741,0.0
21.96,-0.0747083,0.0459571,0.0
21.97,-0.0749324,0.0460484,0.0
21.98,-0.0751565,0.0461397,0.0
21.990000000000002,-0.0753806,0.0462227,0.0
22.0,-0.0756047,0.046314,0.0
22.01,-0.0758288,0.0464136,0.0
22.02,-0.0760529,0.0465049,0.0
22.03,-0.076277,0.046596200000000004,0.0
22.04,-0.0765011,0.0466958,0.0
22.05,-0.07672520000000001,0.0467871,0.0
22.06,-0.0769493,0.0468867,0.0
22.07,-0.0771734,0.0469863,0.0
22.080000000000002,-0.0774058,0.0470859,0.0
22.09,-0.0776299,0.0471938,0.0
22.1,-0.077854,0.0472934,0.0
22.11,-0.0780864,0.047393,0.0
22.12,-0.0783105,0.0475009,0.0
22.13,-0.0785429,0.0476088,0.0
22.14,-0.078767,0.0477167,0.0
22.150000000000002,-0.0789994,0.0478246,0.0
22.16,-0.0792235,0.0479325,0.0
22.17,-0.0794559,0.048040400000000004,0.0
22.18,-0.07968,0.0481566,0.0
22.19,-0.0799124,0.0482728,0.0
22.2,-0.0801448,0.0483807,0.0
22.21,-0.08036890000000001,0.0484969,0.0
22.22,-0.0806013,0.0486131,0.0
22.23,-0.08083370000000001,0.0487376,0.0
22.240000000000002,-0.0810661,0.0488538,0.0
22.25,-0.0812902,0.0489783,0.0
22.26,-0.0815226,0.0490945,0.0
22.27,-0.08175500000000001,0.049219,0.0
22.28,-0.0819874,0.0493435,0.0
22.29,-0.0822198,0.049468,0.0
22.3,-0.0824522,0.0495925,0.0
22.31,-0.0826846,0.0497253,0.0
22.32,-0.082917,0.0498498,0.0
22.330000000000002,-0.0831494,0.0499826,0.0
22.34,-0.0833818,0.050115400000000004,0.0
22.35,-0.0836142,0.050239900000000004,0.0
22.36,-0.08384660000000001,0.050381,0.0
22.37,-0.084079,0.0505138,0.0
22.38,-0.0843114,0.0506466,0.0
22.39,-0.0845438,0.0507877,0.0
22.400000000000002,-0.0847762,0.0509205,0.0
22.41,-0.0850169,0.0510616,0.0
22.42,-0.0852493,0.051202700000000004,0.0
22.43,-0.08548170000000001,0.0513438,0.0
22.44,-0.0857141,0.0514849,0.0
22.45,-0.0859548,0.051626,0.0
22.46,-0.0861872,0.0517754,0.0
22.47,-0.0864196,0.0519248,0.0
22.48,-0.0866603,0.0520659,0.0
22.490000000000002,-0.0868927,0.0522153,0.0
22.5,-0.0871334,0.0523647,0.0
22.51,-0.08736580000000001,0.0525141,0.0
22.52,-0.0876065,0.0526635,0.0
22.53,-0.0878389,0.0528212,0.0
22.54,-0.08807960000000001,0.0529706,0.0
22.55,-0.088312,0.0531283,0.0
22.56,-0.0885527,0.053286,0.0
22.57,-0.08879340000000001,0.053443700000000004,0.0
22.580000000000002,-0.0890258,0.0536014,0.0
22.59,-0.0892665,0.053759100000000004,0.0
22.6,-0.0895072,0.0539168,0.0
22.61,-0.0897479,0.0540745,0.0
22.62,-0.0899803,0.054240500000000004,0.0
22.63,-0.090221,0.0543982,0.0
22.64,-0.0904617,0.0545642,0.0
22.650000000000002,-0.0907024,0.0547302,0.0
22.66,-0.0909431,0.0548962,0.0
22.67,-0.0911838,0.0550622,0.0
22.68,-0.0914245,0.0552282,0.0
22.69,-0.0916652,0.0554025,0.0
22.7,-0.0919142,0.0555685,0.0
22.71,-0.0921549,0.0557428,0.0
22.72,-0.09239560000000001,0.0559088,0.0
22.73,-0.0926363,0.056083100000000004,0.0
22.740000000000002,-0.0928853,0.0562574,0.0
22.75,-0.093126,0.0564317,0.0
22.76,-0.0933667,0.056606000000000004,0.0
22.77,-0.0936157,0.0567803,0.0
22.78,-0.0938564,0.0569546,0.0
22.79,-0.0941054,0.0571372,0.0
22.8,-0.0943461,0.0573115,0.0
22.81,-0.0945951,0.0574941,0.0
22.82,-0.0948441,0.0576684,0.0
22.830000000000002,-0.0950931,0.057851,0.0
22.84,-0.0953338,0.0580336,0.0
22.85,-0.0955828,0.0582162,0.0
22.86,-0.09583180000000001,0.0583988,0.0
22.87,-0.09608080000000001,0.0585814,0.0
22.88,-0.09632980000000001,0.0587723,0.0
22.89,-0.0965788,0.058954900000000005,0.0
22.900000000000002,-0.0968278,0.0591375,0.0
22.91,-0.09708510000000001,0.0593284,0.0
22.92,-0.0973341,0.059511,0.0
22.93,-0.0975831,0.0597019,0.0
22.94,-0.09784040000000001,0.0598928,0.0
22.95,-0.09808940000000001,0.060083700000000004,0.0
22.96,-0.0983467,0.060274600000000005,0.0
22.97,-0.09859570000000001,0.0604655,0.0
22.98,-0.098853,0.0606564,0.0
22.990000000000002,-0.0991103,0.0608473,0.0
23.0,-0.0993593,0.0610382,0.0
23.01,-0.0996166,0.061237400000000004,0.0
23.02,-0.0998739,0.0614283,0.0
23.03,-0.1001312,0.0616275,0.0
23.04,-0.1003885,0.0618184,0.0
23.05,-0.1006541,0.0620176,0.0
23.06,-0.1009114,0.0622168,0.0
23.07,-0.1011687,0.0624077,0.0
23.080000000000002,-0.101426,0.06260690000000001,0.0
23.09,-0.10169160000000001,0.0628061,0.0
23.1,-0.1019489,0.0630053,0.0
23.11,-0.1022145,0.0632045,0.0
23.12,-0.1024801,0.06340370000000001,0.0
23.13,-0.1027457,0.0636029,0.0
23.14,-0.1030113,0.0638104,0.0
23.150000000000002,-0.1032769,0.0640096,0.0
23.16,-0.1035425,0.0642088,0.0
23.17,-0.1038081,0.0644163,0.0
23.18,-0.1040737,0.0646155,0.0
23.19,-0.1043393,0.064823,0.0
23.2,-0.1046132,0.0650305,0.0
23.21,-0.10487880000000001,0.0652297,0.0
23.22,-0.1051527,0.0654372,0.0
23.23,-0.1054183,0.0656447,0.0
23.240000000000002,-0.1056922,0.0658522,0.0
23.25,-0.10596610000000001,0.0660597,0.0
23.26,-0.10624,0.0662672,0.0
23.27,-0.10651390000000001,0.0664747,0.0
23.28,-0.1067878,0.0666822,0.0
23.29,-0.10707,0.0668897,0.0
23.3,-0.1073439,0.0670972,0.0
23.31,-0.1076178,0.0673047,0.0
23.32,-0.1079,0.0675205,0.0
23.330000000000002,-0.1081822,0.067728,0.0
23.34,-0.1084561,0.0679355,0.0
23.35,-0.1087383,0.0681513,0.0
23.36,-0.1090205,0.0683588,0.0
23.37,-0.1093027,0.0685746,0.0
23.38,-0.1095932,0.0687821,0.0
23.39,-0.1098754,0.0689979,0.0
23.400000000000002,-0.11015760000000001,0.0692137,0.0
23.41,-0.11044810000000001,0.0694212,0.0
23.42,-0.1107386,0.069637,0.0
23.43,-0.1110208,0.0698528,0.0
23.44,-0.1113113,0.0700686,0.0
23.45,-0.1116018,0.0702844,0.0
23.46,-0.1118923,0.0704919,0.0
23.47,-0.1121911,0.0707077,0.0
23.48,-0.1124816,0.0709235,0.0
23.490000000000002,-0.1127721,0.0711393,0.0
23.5,-0.1130709,0.07136340000000001,0.0
23.51,-0.1133697,0.0715792,0.0
23.52,-0.1136602,0.071795,0.0
23.53,-0.113959,0.0720108,0.0
23.54,-0.1142578,0.0722266,0.0
23.55,-0.1145649,0.0724507,0.0
23.56,-0.1148637,0.0726665,0.0
23.57,-0.1151625,0.0728823,0.0
23.580000000000002,-0.1154696,0.0731064,0.0
23.59,-0.1157767,0.0733222,0.0
23.6,-0.1160755,0.0735463,0.0
23.61,-0.1163826,0.0737621,0.0
23.62,-0.11668970000000001,0.0739862,0.0
23.63,-0.1170051,0.074202,0.0
23.64,-0.1173122,0.0744261,0.0
23.650000000000002,-0.1176193,0.0746419,0.0
23.66,-0.1179347,0.074866,0.0
23.67,-0.1182501,0.0750901,0.0
23.68,-0.1185655,0.0753142,0.0
23.69,-0.1188809,0.07553,0.0
23.7,-0.1191963,0.0757541,0.0
23.71,-0.1195117,0.0759782,0.0
23.72,-0.1198271,0.0762023,0.0
23.73,-0.1201508,0.0764264,0.0
23.740000000000002,-0.1204662,0.0766505,0.0
23.75,-0.1207899,0.0768746,0.0
23.76,-0.1211136,0.0770987,0.0
23.77,-0.1214373,0.0773228,0.0
23.78,-0.12176100000000001,0.0775469,0.0
23.79,-0.12209300000000001,0.077771,0.0
23.8,-0.1224167,0.0779951,0.0
23.81,-0.1227487,0.0782192,0.0
23.82,-0.1230807,0.0784516,0.0
23.830000000000002,-0.1234044,0.0786757,0.0
23.84,-0.1237447,0.0788998,0.0
23.85,-0.1240767,0.0791239,0.0
23.86,-0.1244087,0.0793563,0.0
23.87,-0.1247407,0.0795804,0.0
23.88,-0.125081,0.0798128,0.0
23.89,-0.1254213,0.08003690000000001,0.0
23.900000000000002,-0.1257616,0.0802693,0.0
23.91,-0.1261019,0.0804934,0.0
23.92,-0.1264422,0.0807258,0.0
23.93,-0.1267825,0.0809499,0.0
23.94,-0.1271311,0.0811823,0.0
23.95,-0.1274714,0.0814147,0.0
23.96,-0.12782,0.0816388,0.0
23.97,-0.1281686,0.0818712,0.0
23.98,-0.1285172,0.0821036,0.0
23.990000000000002,-0.1288658,0.082336,0.0
24.0,-0.1292227,0.0825601,0.0
24.01,-0.1295713,0.0827925,0.0
24.02,-0.1299282,0.0830249,0.0
24.03,-0.13028510000000001,0.0832573,0.0
24.04,-0.130642,0.0834897,0.0
24.05,-0.1309989,0.08372210000000001,0.0
24.060000000000002,-0.1313558,0.0839545,0.0
24.07,-0.13171270000000002,0.0841869,0.0
24.080000000000002,-0.1320779,0.0844193,0.0
24.09,-0.1324431,0.08466,0.0
24.1,-0.1328,0.0848924,0.0
24.11,-0.1331652,0.0851248,0.0
24.12,-0.1335387,0.08535720000000001,0.0
24.13,-0.1339039,0.0855979,0.0
24.14,-0.1342691,0.0858303,0.0
24.150000000000002,-0.1346426,0.0860627,0.0
24.16,-0.1350161,0.0863034,0.0
24.17,-0.1353813,0.0865358,0.0
24.18,-0.1357631,0.0867765,0.0
24.19,-0.1361366,0.0870089,0.0
24.2,-0.1365101,0.0872496,0.0
24.21,-0.1368919,0.08749030000000001,0.0
24.22,-0.1372654,0.0877227,0.0
24.23,-0.1376472,0.0879634,0.0
24.240000000000002,-0.138029,0.08820410000000001,0.0
24.25,-0.1384108,0.0884448,0.0
24.26,-0.13879260000000002,0.0886855,0.0
24.27,-0.1391827,0.08891790000000001,0.0
24.28,-0.1395645,0.0891586,0.0
24.29,-0.1399546,0.0893993,0.0
24.3,-0.1403447,0.08964,0.0
24.310000000000002,-0.1407348,0.08988070000000001,0.0
24.32,-0.1411249,0.0901214,0.0
24.330000000000002,-0.141515,0.0903704,0.0
24.34,-0.1419134,0.0906111,0.0
24.35,-0.14231180000000002,0.0908518,0.0
24.36,-0.1427019,0.0910925,0.0
24.37,-0.1431003,0.0913415,0.0
24.38,-0.1434987,0.0915822,0.0
24.39,-0.1439054,0.0918229,0.0
24.400000000000002,-0.1443038,0.0920719,0.0
24.41,-0.1447022,0.09231260000000001,0.0
24.42,-0.1451089,0.09256160000000001,0.0
24.43,-0.1455156,0.09281060000000001,0.0
24.44,-0.1459223,0.0930513,0.0
24.45,-0.14632900000000001,0.0933003,0.0
24.46,-0.1467357,0.0935493,0.0
24.47,-0.1471507,0.0937983,0.0
24.48,-0.1475574,0.094039,0.0
24.490000000000002,-0.1479724,0.094288,0.0
24.5,-0.1483874,0.094537,0.0
24.51,-0.1488024,0.094786,0.0
24.52,-0.1492174,0.09503500000000001,0.0
24.53,-0.14964070000000002,0.0952923,0.0
24.54,-0.15005570000000001,0.0955413,0.0
24.55,-0.150479,0.0957903,0.0
24.560000000000002,-0.1509023,0.09603930000000001,0.0
24.57,-0.1513256,0.0962966,0.0
24.580000000000002,-0.1517489,0.0965456,0.0
24.59,-0.1521722,0.09679460000000001,0.0
24.6,-0.1525955,0.0970519,0.0
24.61,-0.1530271,0.0973009,0.0
24.62,-0.15345040000000001,0.0975582,0.0
24.63,-0.153882,0.0978155,0.0
24.64,-0.1543136,0.0980645,0.0
24.650000000000002,-0.1547452,0.0983218,0.0
24.66,-0.1551851,0.0985791,0.0
24.67,-0.1556167,0.0988364,0.0
24.68,-0.1560566,0.0990937,0.0
24.69,-0.1564882,0.09935100000000001,0.0
24.7,-0.15692810000000001,0.0996083,0.0
24.71,-0.157368,0.0998656,0.0
24.72,-0.1578079,0.1001229,0.0
24.73,-0.1582561,0.1003802,0.0
24.740000000000002,-0.158696,0.1006375,0.0
24.75,-0.1591442,0.1009031,0.0
24.76,-0.1595841,0.1011604,0.0
24.77,-0.16003230000000002,0.101426,0.0
24.78,-0.1604805,0.1016833,0.0
24.79,-0.1609287,0.1019489,0.0
24.8,-0.1613852,0.1022062,0.0
24.810000000000002,-0.16183340000000002,0.1024718,0.0
24.82,-0.16228990000000001,0.1027374,0.0
24.830000000000002,-0.1627381,0.103003,0.0
24.84,-0.1631946,0.1032603,0.0
24.85,-0.1636511,0.1035259,0.0
24.86,-0.1641076,0.10379150000000001,0.0
24.87,-0.1645641,0.1040571,0.0
24.88,-0.1650289,0.10433100000000001,0.0
24.89,-0.1654854,0.1045966,0.0
24.900000000000002,-0.1659502,0.1048622,0.0
24.91,-0.166415,0.10512780000000001,0.0
24.92,-0.1668798,0.1054017,0.0
24.93,-0.1673446,0.1056673,0.0
24.94,-0.1678094,0.1059412,0.0
24.95,-0.1682742,0.1062068,0.0
24.96,-0.16874730000000002,0.1064807,0.0
24.97,-0.1692121,0.1067463,0.0
24.98,-0.1696852,0.1070202,0.0
24.990000000000002,-0.1701583,0.1072941,0.0
25.0,-0.17063140000000002,0.107568,0.0
25.01,-0.1711045,0.1078419,0.0
25.02,-0.1715776,0.1081158,0.0
25.03,-0.172059,0.1083897,0.0
25.04,-0.1725321,0.1086636,0.0
25.05,-0.17301350000000001,0.1089375,0.0
25.060000000000002,-0.1734949,0.1092114,0.0
25.07,-0.1739763,0.1094936,0.0
25.080000000000002,-0.1744577,0.1097675,0.0
25.09,-0.17493910000000001,0.1100497,0.0
25.1,-0.1754205,0.11032360000000001,0.0
25.11,-0.17591020000000002,0.1106058,0.0
25.12,-0.1763916,0.1108797,0.0
25.13,-0.1768813,0.11116190000000001,0.0
25.14,-0.1773627,0.1114441,0.0
25.150000000000002,-0.1778524,0.1117263,0.0
25.16,-0.1783421,0.11200020000000001,0.0
25.17,-0.1788401,0.1122824,0.0
25.18,-0.1793298,0.1125646,0.0
25.19,-0.1798195,0.1128551,0.0
25.2,-0.1803175,0.1131373,0.0
25.21,-0.1808072,0.1134195,0.0
25.22,-0.1813052,0.1137017,0.0
25.23,-0.1818032,0.1139922,0.0
25.240000000000002,-0.1823012,0.1142744,0.0
25.25,-0.1827992,0.1145649,0.0
25.26,-0.1832972,0.11484710000000001,0.0
25.27,-0.1837952,0.1151376,0.0
25.28,-0.1843015,0.1154198,0.0
25.29,-0.1847995,0.1157103,0.0
25.3,-0.1853058,0.1160008,0.0
25.310000000000002,-0.1858038,0.1162913,0.0
25.32,-0.1863101,0.1165818,0.0
25.330000000000002,-0.1868164,0.1168723,0.0
25.34,-0.1873227,0.1171628,0.0
25.35,-0.187829,0.1174533,0.0
25.36,-0.1883436,0.1177438,0.0
25.37,-0.18884990000000001,0.11803430000000001,0.0
25.38,-0.1893562,0.1183331,0.0
25.39,-0.1898708,0.1186236,0.0
25.400000000000002,-0.1903854,0.1189224,0.0
25.41,-0.1908917,0.1192129,0.0
25.42,-0.1914063,0.1195117,0.0
25.43,-0.1919209,0.1198022,0.0
25.44,-0.1924355,0.120101,0.0
25.45,-0.1929501,0.1203998,0.0
25.46,-0.193473,0.1206903,0.0
25.47,-0.1939876,0.1209891,0.0
25.48,-0.19450220000000001,0.1212879,0.0
25.490000000000002,-0.1950251,0.1215867,0.0
25.5,-0.195548,0.12188550000000001,0.0
25.51,-0.1960626,0.1221843,0.0
25.52,-0.1965855,0.1224914,0.0
25.53,-0.19710840000000002,0.1227902,0.0
25.54,-0.1976313,0.123089,0.0
25.55,-0.1981542,0.1233878,0.0
25.560000000000002,-0.1986771,0.1236949,0.0
25.57,-0.19920000000000002,0.1239937,0.0
25.580000000000002,-0.1997229,0.1243008,0.0
25.59,-0.2002541,0.1245996,0.0
25.6,-0.200777,0.1249067,0.0
25.61,-0.2013082,0.12521380000000001,0.0
25.62,-0.2018311,0.1255126,0.0
25.63,-0.2023623,0.1258197,0.0
25.64,-0.2028935,0.1261268,0.0
25.650000000000002,-0.2034164,0.12643390000000002,0.0
25.66,-0.2039476,0.126741,0.0
25.67,-0.20447880000000002,0.1270481,0.0
25.68,-0.20501,0.1273552,0.0
25.69,-0.2055412,0.1276623,0.0
25.7,-0.20607240000000002,0.1279694,0.0
25.71,-0.20661190000000001,0.12827650000000002,0.0
25.72,-0.2071431,0.1285836,0.0
25.73,-0.2076743,0.128899,0.0
25.740000000000002,-0.2082138,0.1292061,0.0
25.75,-0.208745,0.1295132,0.0
25.76,-0.2092845,0.12982860000000002,0.0
25.77,-0.2098157,0.1301357,0.0
25.78,-0.2103552,0.13045110000000001,0.0
25.79,-0.2108864,0.1307582,0.0
25.8,-0.2114259,0.1310736,0.0
25.810000000000002,-0.2119654,0.131389,0.0
25.82,-0.2125049,0.1316961,0.0
25.830000000000002,-0.2130361,0.1320115,0.0
25.84,-0.2135756,0.1323269,0.0
